,score,sentiment
2017-08-15 21:06:39,7,0.7351
2017-08-15 21:07:02,8,0.0
2017-08-15 21:08:14,7,0.0
2017-08-15 21:09:25,6,-0.1901
2017-08-15 21:11:30,8,-0.1531
2017-08-15 21:11:36,7,-0.5859
2017-08-15 21:11:42,7,-0.4939
2017-08-15 21:13:33,7,0.0
2017-08-15 21:16:28,7,0.8308
2017-08-15 21:21:18,6,0.6908
2017-08-15 21:23:21,7,0.4391
2017-08-15 21:24:06,7,0.0
2017-08-15 21:25:33,8,0.0
2017-08-15 21:27:08,8,0.0
2017-08-15 21:28:48,7,0.4215
2017-08-15 21:29:11,7,-0.5994
2017-08-15 21:32:10,8,0.0772
2017-08-15 21:32:20,7,0.0
2017-08-15 21:35:33,7,0.0
2017-08-15 21:36:25,8,-0.5423
2017-08-15 21:36:34,7,0.0
2017-08-15 21:37:14,8,0.6249
2017-08-15 21:38:35,7,0.1779
2017-08-15 21:38:38,7,-0.5346
2017-08-15 21:41:04,7,0.9025
2017-08-15 20:37:22,13,-0.7269
2017-08-15 21:06:13,13,-0.7184
2017-08-15 21:13:29,13,0.6915
2017-08-15 20:12:01,12,0.3612
2017-08-15 20:21:44,11,0.2732
2017-08-15 21:37:58,12,-0.3612
2017-08-15 19:44:59,5,0.5267
2017-08-15 19:50:34,6,0.0
2017-08-15 19:52:50,7,-0.5859
2017-08-15 19:56:05,5,-0.5849
2017-08-15 19:58:31,6,-0.7717
2017-08-15 19:59:38,6,0.3111
2017-08-15 20:00:12,6,0.0
2017-08-15 20:00:55,7,0.0
2017-08-15 20:02:23,6,-0.2732
2017-08-15 20:06:14,7,0.0
2017-08-15 20:08:50,6,0.0
2017-08-15 20:11:35,7,0.0
2017-08-15 20:12:33,5,-0.6696
2017-08-15 20:12:37,7,-0.7644
2017-08-15 20:14:33,6,0.0
2017-08-15 20:16:06,6,-0.6486
2017-08-15 20:16:07,6,0.0
2017-08-15 20:17:15,6,0.7056
2017-08-15 20:17:39,6,0.0
2017-08-15 20:18:27,5,0.4215
2017-08-15 20:18:32,5,0.7717
2017-08-15 20:18:41,7,-0.1531
2017-08-15 20:18:43,7,0.0422
2017-08-15 20:19:10,7,0.5994
2017-08-15 20:19:13,6,0.4215
2017-08-15 20:19:37,5,-0.5423
2017-08-15 20:19:45,6,0.2263
2017-08-15 20:20:21,5,-0.5423
2017-08-15 20:21:19,7,0.0
2017-08-15 20:21:43,6,-0.1027
2017-08-15 20:21:44,6,0.0
2017-08-15 20:22:17,5,0.0
2017-08-15 20:26:09,6,0.9124
2017-08-15 20:26:11,6,0.5379
2017-08-15 20:27:07,6,0.0
2017-08-15 20:28:01,7,0.0
2017-08-15 20:28:30,6,0.0
2017-08-15 20:28:45,7,-0.1531
2017-08-15 20:29:07,7,0.4168
2017-08-15 20:29:20,6,0.0
2017-08-15 20:29:48,6,0.0
2017-08-15 20:30:21,6,0.4349
2017-08-15 20:32:32,5,0.0
2017-08-15 20:33:14,5,0.0
2017-08-15 20:34:37,6,0.2732
2017-08-15 20:39:51,7,-0.6428
2017-08-15 20:47:10,6,0.0
2017-08-15 20:47:28,6,0.9274
2017-08-15 20:52:45,7,0.3612
2017-08-15 20:53:05,7,0.0
2017-08-15 20:53:42,6,0.3612
2017-08-15 20:54:54,6,0.5859
2017-08-15 21:03:37,6,-0.834
2017-08-15 21:03:37,6,-0.7074
2017-08-15 21:06:43,6,0.0
2017-08-15 21:11:38,6,-0.4767
2017-08-15 21:12:31,6,0.0
2017-08-15 21:12:32,6,0.0
2017-08-15 21:13:13,6,0.2023
2017-08-15 21:13:33,6,0.0
2017-08-15 21:14:13,6,-0.5423
2017-08-15 21:14:47,6,0.0
2017-08-15 21:16:10,6,0.4404
2017-08-15 21:16:24,6,0.4404
2017-08-15 21:18:46,6,0.0
2017-08-15 21:19:08,6,0.0
2017-08-15 21:19:13,6,0.0
2017-08-15 21:20:54,5,0.7324
2017-08-15 21:21:00,6,0.3612
2017-08-15 21:21:13,7,0.824
2017-08-15 21:21:31,6,-0.7003
2017-08-15 21:22:09,7,-0.471
2017-08-15 21:22:26,6,0.7893
2017-08-15 21:22:40,6,0.7832
2017-08-15 21:22:47,7,-0.7488
2017-08-15 21:23:43,6,0.2023
2017-08-15 21:25:07,6,0.575
2017-08-15 21:29:07,7,0.0516
2017-08-15 21:29:19,6,0.0
2017-08-15 21:30:12,6,-0.4404
2017-08-15 21:30:57,6,0.6369
2017-08-15 21:31:44,6,0.34
2017-08-15 21:32:21,6,-0.2732
2017-08-15 21:32:50,6,0.4019
2017-08-15 21:33:12,7,-0.1779
2017-08-15 21:33:12,7,0.0
2017-08-15 21:35:42,6,0.5859
2017-08-15 21:36:07,6,0.0
2017-08-15 21:36:20,6,0.2732
2017-08-15 21:40:11,6,-0.1803
2017-08-15 21:41:41,6,0.4019
2017-08-15 21:44:33,6,0.4806
2017-08-15 19:49:19,11,0.2732
2017-08-15 19:57:50,12,-0.5256
2017-08-15 20:34:01,10,0.8658
2017-08-15 21:09:10,11,0.4767
2017-08-15 20:33:33,10,0.3182
2017-08-15 20:46:46,11,0.0
2017-08-15 19:42:16,4,0.0
2017-08-15 19:42:45,4,0.6514
2017-08-15 19:45:49,5,0.4404
2017-08-15 19:45:57,4,0.4767
2017-08-15 19:47:11,5,-0.1779
2017-08-15 19:47:43,4,0.2732
2017-08-15 19:47:50,4,0.6249
2017-08-15 19:47:56,4,0.4404
2017-08-15 19:48:36,5,0.7003
2017-08-15 19:48:58,5,0.6124
2017-08-15 19:51:49,5,0.9001
2017-08-15 19:51:58,6,0.0
2017-08-15 19:52:50,4,-0.4767
2017-08-15 19:53:29,5,-0.0258
2017-08-15 19:54:20,4,-0.7506
2017-08-15 19:56:27,5,-0.5423
2017-08-15 19:57:19,4,0.4753
2017-08-15 19:57:43,6,0.3182
2017-08-15 19:57:45,5,-0.802
2017-08-15 19:57:46,6,-0.886
2017-08-15 19:58:17,5,0.0
2017-08-15 19:58:44,5,-0.5423
2017-08-15 19:58:55,5,0.0
2017-08-15 19:59:44,5,-0.4019
2017-08-15 20:00:29,4,0.296
2017-08-15 20:00:59,5,0.34
2017-08-15 20:01:25,5,0.0
2017-08-15 20:01:35,6,0.0516
2017-08-15 20:02:06,6,0.6249
2017-08-15 20:02:07,5,-0.6115
2017-08-15 20:02:09,6,0.0
2017-08-15 20:07:15,5,0.0
2017-08-15 20:09:51,5,-0.1372
2017-08-15 20:11:20,5,-0.4588
2017-08-15 20:13:03,5,0.0
2017-08-15 20:13:12,7,0.1779
2017-08-15 20:14:13,6,-0.802
2017-08-15 20:14:47,5,0.0
2017-08-15 20:16:05,5,-0.5423
2017-08-15 20:18:50,4,0.0
2017-08-15 20:19:00,5,0.6249
2017-08-15 20:19:56,6,0.4019
2017-08-15 20:20:26,5,0.0
2017-08-15 20:20:46,5,0.0
2017-08-15 20:20:48,6,0.0
2017-08-15 20:20:49,5,-0.5423
2017-08-15 20:20:51,6,0.0
2017-08-15 20:20:53,6,0.25
2017-08-15 20:20:59,6,0.0
2017-08-15 20:21:00,5,0.0
2017-08-15 20:21:06,5,0.0
2017-08-15 20:21:08,5,0.0
2017-08-15 20:21:18,6,0.0
2017-08-15 20:21:21,5,0.0
2017-08-15 20:21:22,5,0.0
2017-08-15 20:21:27,6,0.6921
2017-08-15 20:21:32,5,0.8834
2017-08-15 20:21:41,4,0.3919
2017-08-15 20:21:41,5,-0.6571
2017-08-15 20:21:42,5,-0.7744
